sentence_index,sentence_text,raw_label,label_id,label_name,score,relevance_0_1,relevance_-1_1,ma_relevance_0_1
375,"And I personally also see, this is what I just said in my last remark that I think over time there's an opportunity to actually take, let's say, queries that are not fully commercial but could have an adjacent commercial relationship to basically expand this into more attractive ads offerings while really creating a really interesting user experience at the same time.",LABEL_2,2,LABEL_2,0.931189,0.977292,0.954585,0.803351
376,"Yeah, and the only thing I would add is just stepping back broadly.",LABEL_1,1,LABEL_1,0.465743,0.493695,-0.022609,0.800521
377,I think AI overviews in AI mode are dramatically improving search.,LABEL_2,2,LABEL_2,0.720607,0.9078,0.8156,0.819955
378,"We can see it in user satisfaction, user quality, all our metrics, and they're universal in the nature they apply across the universality of human needs.",LABEL_2,2,LABEL_2,0.527734,0.844152,0.688304,0.813731
379,So I think we are seeing it in breadth and so naturally over time that will apply to commercial categories as well.,LABEL_2,2,LABEL_2,0.661696,0.88836,0.77672,0.81496
380,Our next question comes from Ken Gurelski with Wells Fargo.,LABEL_2,2,LABEL_2,0.460084,0.821828,0.643655,0.807369
381,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.808492
382,Thank you very much.,LABEL_1,1,LABEL_1,0.447281,0.487603,-0.034795,0.785844
383,"Two questions, please.",LABEL_2,2,LABEL_2,0.820513,0.940769,0.881539,0.783296
384,"First, it appears more and more clear that all the new modes at Google With Gemini, AI overviews, AI mode, even ChatGPT, is growing the addressable market for engagement in search like behavior.",LABEL_2,2,LABEL_2,0.878959,0.960056,0.920113,0.787185
385,Could you talk about what gives you confidence that it will also grow the addressable market for marketing activity and overall revenue associated with that behavior?,LABEL_1,1,LABEL_1,0.464899,0.493417,-0.023167,0.787337
386,"That's question one and question two is just more about, as you think about AI mode, AI overviews and traditional Google search, how do you think, do you see a world in 12 to 24 months?",LABEL_2,2,LABEL_2,0.573963,0.859408,0.718816,0.805222
387,"Those all coexist and does the user, does the user eventually pick what mode they want?",LABEL_2,2,LABEL_2,0.681818,0.895,0.79,0.806189
388,Does the algorithm pick the mode?,LABEL_1,1,LABEL_1,0.523518,0.512761,0.015522,0.787474
389,Can you talk a little bit about how you think that will progress over the next 12 to 24 months?,LABEL_1,1,LABEL_1,0.496597,0.503877,-0.002246,0.763188
390,"Thank you very much, Ken.",LABEL_2,2,LABEL_2,0.535297,0.846648,0.693296,0.780662
391,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.759079
392,"Look, I think it's a dynamic moment and I think we are meeting people in the moment with what they are trying to do.",LABEL_2,2,LABEL_2,0.887969,0.96303,0.926059,0.762265
393,"Obviously, search is evolving and between AI overviews and AI mode, I think we are able to give that range of experience for people in this moment.",LABEL_2,2,LABEL_2,0.839484,0.94703,0.89406,0.762041
394,"Over time, you can expect us to make the experiences simpler in a way that just like we did universal search many, many years ago, we may have done text search, image search, video search, et cetera, and then we kind of brought it together as universal search.",LABEL_2,2,LABEL_2,0.919989,0.973596,0.947193,0.784118
395,So you will see evolutions like that.,LABEL_2,2,LABEL_2,0.782256,0.928145,0.856289,0.781661
396,But I think we want to be sensitive to making sure we are meeting the users in terms of what they are looking for.,LABEL_2,2,LABEL_2,0.577552,0.860592,0.721184,0.800006
397,"I think Gemini allows us to build a more personal, proactive, powerful AI assistant for that moment.",LABEL_2,2,LABEL_2,0.86818,0.956499,0.912999,0.802441
398,"I think having the two surfaces, search and Gemini allows us to really serve users across the breadth of their needs and but over time we will thoughtfully look for opportunities to make the experience better for users.",LABEL_2,2,LABEL_2,0.882183,0.96112,0.922241,0.808289
399,"To the first part, I would broadly say, I do think we've been consistently saying for a while now this is an expansionary moment and we are seeing people engage more.",LABEL_1,1,LABEL_1,0.513241,0.509369,0.008739,0.78934
400,"And I think when they do that, naturally a portion of that information for users, those journeys are commercial in nature, so I would expect that to play out over time as well.",LABEL_2,2,LABEL_2,0.940594,0.980396,0.960792,0.797268
401,Our last question comes from Justin Post with baml.,LABEL_1,1,LABEL_1,0.456224,0.490554,-0.028892,0.778013
402,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.797415
403,Great.,LABEL_2,2,LABEL_2,0.657788,0.88707,0.77414,0.794731
404,"Just a couple Sundar, I think you mentioned Gemini 3 is coming.",LABEL_2,2,LABEL_2,0.786645,0.929593,0.859185,0.793207
405,Maybe comment on the pace of innovation in frontier models.,LABEL_1,1,LABEL_1,0.466847,0.49406,-0.021881,0.793239
406,Is there still just a tremendous amount of innovation or is it slowing at all?,LABEL_2,2,LABEL_2,0.492302,0.83246,0.66492,0.791892
407,"And then you mentioned a number of large deals signed in the last nine months for cloud, which is great.",LABEL_2,2,LABEL_2,0.774732,0.925662,0.851323,0.793425
408,Any changes in the economics of these deals as far as long term profitability?,LABEL_2,2,LABEL_2,0.657892,0.887104,0.774209,0.812142
409,Anything we should be aware of?,LABEL_1,1,LABEL_1,0.473536,0.496267,-0.017466,0.811762
410,Thank you.,LABEL_1,1,LABEL_1,0.46698,0.494103,-0.021793,0.794135
411,Thanks Justin.,LABEL_1,1,LABEL_1,0.457984,0.491135,-0.02773,0.794172
412,The first on the pace of frontier model research and development.,LABEL_2,2,LABEL_2,0.498558,0.834524,0.669048,0.787747
413,"Look, I think two things are both simultaneously true.",LABEL_2,2,LABEL_2,0.493916,0.832992,0.665985,0.782045
414,I'm incredibly impressed by the pace at which the teams are executing and the pace at which we are improving these models.,LABEL_2,2,LABEL_2,0.761069,0.921153,0.842306,0.779423
415,But it also is true at the same time that each of the prior model you're trying to get better over is now getting more and more capable.,LABEL_2,2,LABEL_2,0.798771,0.933594,0.867189,0.779695
416,"So I think both the pace is increasing, but sometimes we are taking the time to put out a notably improved model.",LABEL_2,2,LABEL_2,0.962873,0.987748,0.975496,0.786053
417,So I think that may take slightly longer.,LABEL_2,2,LABEL_2,0.476754,0.827329,0.654658,0.779594
418,But I do think the underlying pace is phenomenal to see.,LABEL_2,2,LABEL_2,0.477029,0.827419,0.654839,0.772909
419,And I'm excited about our Gemini 3.0 release later this year.,LABEL_2,2,LABEL_2,0.826478,0.942738,0.885476,0.794578
420,"On cloud, I would point out as a sign of the momentum, I think the number of deals greater than $1 billion that we signed in the first three quarters of this year are greater than the two years prior.",LABEL_2,2,LABEL_2,0.970482,0.990259,0.980518,0.795071
421,So we are definitely seeing strong momentum and we are executing at pace.,LABEL_2,2,LABEL_2,0.634891,0.879514,0.759028,0.814519
422,"And in terms of long term economics, I would say that again, us being a full stack AI player and the fact that we are developing highly differentiated products on our own technology I think will help us drive a good trajectory here as you have seen over the past few years.",LABEL_2,2,LABEL_2,0.911037,0.970642,0.941284,0.819268
423,Great.,LABEL_2,2,LABEL_2,0.657788,0.88707,0.77414,0.819268
424,Thank you.,LABEL_1,1,LABEL_1,0.46698,0.494103,-0.021793,0.797494
425,Thank you.,LABEL_1,1,LABEL_1,0.46698,0.494103,-0.021793,0.797496
426,And that concludes our question and answer session for today.,LABEL_2,2,LABEL_2,0.662058,0.888479,0.776958,0.800297
427,I'd like to turn the conference back over to Jim Friedland for any further remarks.,LABEL_1,1,LABEL_1,0.51215,0.50901,0.008019,0.779464
428,Thanks everyone for joining us today.,LABEL_1,1,LABEL_1,0.424088,0.479949,-0.050102,0.759107
429,We look forward to speaking with you again on our fourth quarter 2025 call.,LABEL_2,2,LABEL_2,0.509425,0.83811,0.676221,0.776199
430,Thank you and have a good evening.,LABEL_2,2,LABEL_2,0.471453,0.825579,0.651159,0.792773
431,Thank you everyone.,LABEL_2,2,LABEL_2,0.40495,0.803634,0.607267,0.808398
432,This concludes today's conference call.,LABEL_1,1,LABEL_1,0.490035,0.501712,-0.006577,0.791757
433,Thank you for participating.,LABEL_1,1,LABEL_1,0.475204,0.496817,-0.016366,0.774948
434,You may now disconnect.,LABEL_2,2,LABEL_2,0.388332,0.79815,0.596299,0.768798
