sentence_index,sentence_text,raw_label,label_id,label_name,score,specificity_0_1,specificity_-1_1,ma_specificity_0_1
372,"Separately, there is the question of whether queries actually increase with AI Mode.",LABEL_0,0,LABEL_0,0.519112,0.171307,-0.657386,0.291111
373,And Sundar actually talked about it and mentioned the opportunity that he sees here.,LABEL_0,0,LABEL_0,0.61298,0.202283,-0.595433,0.292236
374,So I think it's important to separate those two things.,LABEL_0,0,LABEL_0,0.794952,0.262334,-0.475331,0.296416
375,"And I personally also see, this is what I just said in my last remark that I think over time there's an opportunity to actually take, let's say, queries that are not fully commercial but could have an adjacent commercial relationship to basically expand this into more attractive ads offerings while really creating a really interesting user experience at the same time.",LABEL_0,0,LABEL_0,0.38197,0.12605,-0.7479,0.293793
376,"Yeah, and the only thing I would add is just stepping back broadly.",LABEL_0,0,LABEL_0,0.782071,0.258084,-0.483833,0.298938
377,I think AI overviews in AI mode are dramatically improving search.,LABEL_1,1,LABEL_1,0.450718,0.488737,-0.032526,0.297763
378,"We can see it in user satisfaction, user quality, all our metrics, and they're universal in the nature they apply across the universality of human needs.",LABEL_0,0,LABEL_0,0.359388,0.118598,-0.762804,0.27663
379,So I think we are seeing it in breadth and so naturally over time that will apply to commercial categories as well.,LABEL_1,1,LABEL_1,0.610625,0.541506,0.073013,0.294927
380,Our next question comes from Ken Gurelski with Wells Fargo.,LABEL_1,1,LABEL_1,0.567451,0.527259,0.044517,0.295275
381,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.312846
382,Thank you very much.,LABEL_0,0,LABEL_0,0.471924,0.155735,-0.68853,0.313535
383,"Two questions, please.",LABEL_0,0,LABEL_0,0.611767,0.201883,-0.596234,0.300122
384,"First, it appears more and more clear that all the new modes at Google With Gemini, AI overviews, AI mode, even ChatGPT, is growing the addressable market for engagement in search like behavior.",LABEL_0,0,LABEL_0,0.536827,0.177153,-0.645694,0.300454
385,Could you talk about what gives you confidence that it will also grow the addressable market for marketing activity and overall revenue associated with that behavior?,LABEL_0,0,LABEL_0,0.672742,0.222005,-0.55599,0.303425
386,"That's question one and question two is just more about, as you think about AI mode, AI overviews and traditional Google search, how do you think, do you see a world in 12 to 24 months?",LABEL_0,0,LABEL_0,0.567679,0.187334,-0.625332,0.28717
387,"Those all coexist and does the user, does the user eventually pick what mode they want?",LABEL_0,0,LABEL_0,0.529553,0.174752,-0.650495,0.270092
388,Does the algorithm pick the mode?,LABEL_1,1,LABEL_1,0.609998,0.541299,0.072599,0.270064
389,Can you talk a little bit about how you think that will progress over the next 12 to 24 months?,LABEL_0,0,LABEL_0,0.649613,0.214372,-0.571255,0.271761
390,"Thank you very much, Ken.",LABEL_0,0,LABEL_0,0.513718,0.169527,-0.660946,0.270974
391,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.270956
392,"Look, I think it's a dynamic moment and I think we are meeting people in the moment with what they are trying to do.",LABEL_0,0,LABEL_0,0.511518,0.168801,-0.662398,0.27083
393,"Obviously, search is evolving and between AI overviews and AI mode, I think we are able to give that range of experience for people in this moment.",LABEL_0,0,LABEL_0,0.620696,0.20483,-0.590341,0.270958
394,"Over time, you can expect us to make the experiences simpler in a way that just like we did universal search many, many years ago, we may have done text search, image search, video search, et cetera, and then we kind of brought it together as universal search.",LABEL_0,0,LABEL_0,0.442932,0.146168,-0.707665,0.265149
395,So you will see evolutions like that.,LABEL_1,1,LABEL_1,0.452647,0.489374,-0.031253,0.283315
396,But I think we want to be sensitive to making sure we are meeting the users in terms of what they are looking for.,LABEL_0,0,LABEL_0,0.690688,0.227927,-0.544146,0.281808
397,"I think Gemini allows us to build a more personal, proactive, powerful AI assistant for that moment.",LABEL_1,1,LABEL_1,0.401943,0.472641,-0.064718,0.281003
398,"I think having the two surfaces, search and Gemini allows us to really serve users across the breadth of their needs and but over time we will thoughtfully look for opportunities to make the experience better for users.",LABEL_0,0,LABEL_0,0.565119,0.186489,-0.627021,0.284397
399,"To the first part, I would broadly say, I do think we've been consistently saying for a while now this is an expansionary moment and we are seeing people engage more.",LABEL_0,0,LABEL_0,0.732256,0.241645,-0.516711,0.269404
400,"And I think when they do that, naturally a portion of that information for users, those journeys are commercial in nature, so I would expect that to play out over time as well.",LABEL_0,0,LABEL_0,0.605989,0.199977,-0.600047,0.25304
401,Our last question comes from Justin Post with baml.,LABEL_1,1,LABEL_1,0.535566,0.516737,0.023474,0.253062
402,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.27109
403,Great.,LABEL_1,1,LABEL_1,0.611736,0.541873,0.073746,0.28809
404,"Just a couple Sundar, I think you mentioned Gemini 3 is coming.",LABEL_0,0,LABEL_0,0.651476,0.214987,-0.570026,0.289982
405,Maybe comment on the pace of innovation in frontier models.,LABEL_0,0,LABEL_0,0.728354,0.240357,-0.519286,0.290899
406,Is there still just a tremendous amount of innovation or is it slowing at all?,LABEL_1,1,LABEL_1,0.536762,0.517131,0.024263,0.307389
407,"And then you mentioned a number of large deals signed in the last nine months for cloud, which is great.",LABEL_0,0,LABEL_0,0.687466,0.226864,-0.546272,0.309995
408,Any changes in the economics of these deals as far as long term profitability?,LABEL_0,0,LABEL_0,0.594531,0.196195,-0.607609,0.292739
409,Anything we should be aware of?,LABEL_0,0,LABEL_0,0.531674,0.175452,-0.649095,0.290793
410,Thank you.,LABEL_0,0,LABEL_0,0.475686,0.156976,-0.686047,0.290166
411,Thanks Justin.,LABEL_0,0,LABEL_0,0.473883,0.156381,-0.687237,0.289856
412,The first on the pace of frontier model research and development.,LABEL_0,0,LABEL_0,0.488957,0.161356,-0.677288,0.289484
413,"Look, I think two things are both simultaneously true.",LABEL_0,0,LABEL_0,0.589879,0.19466,-0.61068,0.288975
414,I'm incredibly impressed by the pace at which the teams are executing and the pace at which we are improving these models.,LABEL_1,1,LABEL_1,0.521287,0.512025,0.014049,0.307268
415,But it also is true at the same time that each of the prior model you're trying to get better over is now getting more and more capable.,LABEL_0,0,LABEL_0,0.583463,0.192543,-0.614914,0.292426
416,"So I think both the pace is increasing, but sometimes we are taking the time to put out a notably improved model.",LABEL_1,1,LABEL_1,0.480672,0.498622,-0.012757,0.305961
417,So I think that may take slightly longer.,LABEL_0,0,LABEL_0,0.509682,0.168195,-0.66361,0.290739
418,But I do think the underlying pace is phenomenal to see.,LABEL_1,1,LABEL_1,0.56001,0.524803,0.039607,0.307654
419,And I'm excited about our Gemini 3.0 release later this year.,LABEL_1,1,LABEL_1,0.495998,0.503679,-0.002641,0.320756
420,"On cloud, I would point out as a sign of the momentum, I think the number of deals greater than $1 billion that we signed in the first three quarters of this year are greater than the two years prior.",LABEL_1,1,LABEL_1,0.39066,0.468918,-0.072164,0.334203
421,So we are definitely seeing strong momentum and we are executing at pace.,LABEL_1,1,LABEL_1,0.761389,0.591258,0.172517,0.337929
422,"And in terms of long term economics, I would say that again, us being a full stack AI player and the fact that we are developing highly differentiated products on our own technology I think will help us drive a good trajectory here as you have seen over the past few years.",LABEL_1,1,LABEL_1,0.51079,0.508561,0.007121,0.337542
423,Great.,LABEL_1,1,LABEL_1,0.611736,0.541873,0.073746,0.337542
424,Thank you.,LABEL_0,0,LABEL_0,0.475686,0.156976,-0.686047,0.334641
425,Thank you.,LABEL_0,0,LABEL_0,0.475686,0.156976,-0.686047,0.330472
426,And that concludes our question and answer session for today.,LABEL_1,1,LABEL_1,0.608629,0.540847,0.071695,0.331658
427,I'd like to turn the conference back over to Jim Friedland for any further remarks.,LABEL_1,1,LABEL_1,0.527132,0.513954,0.017907,0.346013
428,Thanks everyone for joining us today.,LABEL_1,1,LABEL_1,0.409775,0.475226,-0.059549,0.359964
429,We look forward to speaking with you again on our fourth quarter 2025 call.,LABEL_1,1,LABEL_1,0.499824,0.504942,-0.000116,0.376439
430,Thank you and have a good evening.,LABEL_0,0,LABEL_0,0.455922,0.150454,-0.699091,0.376112
431,Thank you everyone.,LABEL_0,0,LABEL_0,0.474157,0.156472,-0.687056,0.376117
432,This concludes today's conference call.,LABEL_1,1,LABEL_1,0.56101,0.525133,0.040267,0.394306
433,Thank you for participating.,LABEL_1,1,LABEL_1,0.456049,0.490496,-0.029008,0.409098
434,You may now disconnect.,LABEL_1,1,LABEL_1,0.42805,0.481256,-0.047487,0.407559
