sentence_index,sentence_text,raw_label,label_id,label_name,score,specificity_0_1,specificity_-1_1,ma_specificity_0_1
395,Will it turn out differently than maybe what we expect today?,LABEL_0,0,LABEL_0,0.488506,0.161207,-0.677586,0.293522
396,"Perhaps, and we feel good about our ability to do that though.",LABEL_0,0,LABEL_0,0.525346,0.173364,-0.653272,0.292563
397,"With respect to the guidance, look, I think similar to last year, the last couple of years very consistently, we have to acknowledge that we are in an uncertain time.",LABEL_0,0,LABEL_0,0.619806,0.204536,-0.590928,0.278154
398,And we don't want to get out over our skis here.,LABEL_0,0,LABEL_0,0.700782,0.231258,-0.537484,0.281728
399,There's a lot of the year to play out.,LABEL_1,1,LABEL_1,0.632053,0.548577,0.087155,0.300314
400,"Again, we feel good about our ability to navigate the environment, whether it's tariffs or other macro uncertainty.",LABEL_1,1,LABEL_1,0.746529,0.586354,0.162709,0.304688
401,"On delivery with e-commerce, like overall, you're continuing to see this diversification of our business that is improving our profitability.",LABEL_1,1,LABEL_1,0.558649,0.524354,0.038708,0.321055
402,"The newer businesses and by newer businesses, I'll just suggest like advertising, membership, WFS, some of those categories, they contributed to over half of the operating income growth this quarter.",LABEL_2,2,LABEL_2,0.361737,0.789373,0.578746,0.351883
403,So you're seeing this change in our business.,LABEL_1,1,LABEL_1,0.51577,0.510204,0.010408,0.351084
404,"As we leverage more of these digital channels, a lot of the faster-growing parts of our business are the higher-margin ones.",LABEL_1,1,LABEL_1,0.571759,0.528681,0.047361,0.369756
405,"Densification of our network is one, and so you're seeing as more customers avail themselves of the services that we provide, same-day delivery, things like that, and even paying for that, if they want it within one hour or three hours, that's continued to improve our e-commerce profitability.",LABEL_1,1,LABEL_1,0.55508,0.523176,0.036353,0.386449
406,Just in the U.S.,LABEL_1,1,LABEL_1,0.487287,0.500805,-0.008391,0.386497
407,"alone, just in the U.S.",LABEL_1,1,LABEL_1,0.491857,0.502313,-0.005374,0.402135
408,"alone, we saw an 80% improvement in the level of e-commerce losses in the last year.",LABEL_1,1,LABEL_1,0.479219,0.498142,-0.013715,0.400139
409,So we feel really good about how the business is changing here.,LABEL_1,1,LABEL_1,0.595601,0.536548,0.063097,0.416341
410,"Doug McMillon

This omnichannel position really is an advantage.",LABEL_1,1,LABEL_1,0.643107,0.552225,0.094451,0.435494
411,We're still seeing curbside growth.,LABEL_1,1,LABEL_1,0.688611,0.567242,0.124483,0.454428
412,"We're seeing in-store in club growth, and we've got this growth in delivery and being able to do all of those things all the time is a big advantage.",LABEL_1,1,LABEL_1,0.458227,0.491215,-0.02757,0.454819
413,"Operator

Our next question comes from the line of Chuck Grom with Gordon Haskett.",LABEL_1,1,LABEL_1,0.561984,0.525455,0.040909,0.456114
414,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.455181
415,"Chuck Grom

Thanks.",LABEL_1,1,LABEL_1,0.515059,0.509969,0.009939,0.472619
416,Good morning.,LABEL_1,1,LABEL_1,0.453619,0.489694,-0.030612,0.488435
417,Congrats on a great quarter and a great year.,LABEL_0,0,LABEL_0,0.516514,0.17045,-0.659101,0.486731
418,I was hoping you could discuss what you're seeing in Walmart Plus membership and whether that's accelerated or held steady in recent quarters?,LABEL_0,0,LABEL_0,0.661875,0.218419,-0.563163,0.486089
419,And then how much of the growth in Walmart Plus is being driven by Walmart Plus Assist.,LABEL_0,0,LABEL_0,0.717123,0.236651,-0.526699,0.470493
420,"And then separately, can you talk about the underlying assumptions you have in the next year for like-for-like inflation, both in grocery and within general merchandise?",LABEL_0,0,LABEL_0,0.671368,0.221551,-0.556897,0.452253
421,Thank you.,LABEL_0,0,LABEL_0,0.475686,0.156976,-0.686047,0.433884
422,"John Furner

Hi, Chuck, good morning.",LABEL_1,1,LABEL_1,0.471794,0.495692,-0.018616,0.4192
423,It's John Furner.,LABEL_1,1,LABEL_1,0.567899,0.527407,0.044813,0.42006
424,Good to talk to you.,LABEL_0,0,LABEL_0,0.484264,0.159807,-0.680386,0.401616
425,We continue to be excited about Walmart Plus.,LABEL_1,1,LABEL_1,0.548119,0.520879,0.031758,0.401501
426,"We've had consistent growth over the last couple of years, last couple of quarters, the number of deliveries and the number of orders they're placing continue to rise, which is great to see.",LABEL_1,1,LABEL_1,0.652541,0.555338,0.100677,0.404228
427,"I just want to pick up one point we're talking about and with the last question with fast delivery and then our same-day our deliveries under three hours and under one hour, we grew 180% year-on-year, which is really exciting.",LABEL_2,2,LABEL_2,0.56916,0.857823,0.715645,0.422003
428,So we see that offer continue to grow.,LABEL_1,1,LABEL_1,0.585028,0.533059,0.056118,0.423749
429,"And a large part of that offer is Walmart Plus members, so Plus members are seeing the value, and we see the repeat rates coming through.",LABEL_1,1,LABEL_1,0.408038,0.474653,-0.060695,0.420654
430,"Our same-day delivery of over 5 billion units last year, over 100% growth for the year.",LABEL_2,2,LABEL_2,0.71774,0.906854,0.813708,0.438386
431,"And then the third thing that we mentioned this morning, which is really exciting to see how strongly it started is our pharmacy delivery program.",LABEL_0,0,LABEL_0,0.456648,0.150694,-0.698612,0.417558
432,We are seeing a lot of members and customers participate in this program.,LABEL_1,1,LABEL_1,0.546553,0.520362,0.030725,0.419016
433,We think this will have a lot of momentum as the year goes.,LABEL_1,1,LABEL_1,0.541066,0.518552,0.027104,0.418671
434,And it's exciting to see the number of customers who are building baskets while they have their prescription delivered.,LABEL_1,1,LABEL_1,0.453331,0.489599,-0.030802,0.435721
435,"And that's true for both acute prescriptions where maybe you have a sick child, and you need groceries with it, or it's your regular prescription.",LABEL_0,0,LABEL_0,0.531405,0.175364,-0.649273,0.418991
436,So that's exciting to see.,LABEL_0,0,LABEL_0,0.55537,0.183272,-0.633456,0.40367
437,"And then the second part of your question, in terms of inflation, we planned a very - I'd say a normalized year, and I know this is 1% to 2% There will always be some anomalies like what we're seeing right now with eggs as a result of avian flu last fall.",LABEL_1,1,LABEL_1,0.484114,0.499758,-0.010485,0.420135
438,Those things tend to work themselves out over time.,LABEL_1,1,LABEL_1,0.480023,0.498408,-0.013185,0.434135
439,So we don't have a large inflation number planned into this year.,LABEL_1,1,LABEL_1,0.508313,0.507743,0.005487,0.44769
440,"Doug McMillon

Yes.",LABEL_1,1,LABEL_1,0.714213,0.57569,0.14138,0.465396
441,"Maybe I know, Chuck, you didn't ask about it, but seeing as we're talking about membership.",LABEL_0,0,LABEL_0,0.84198,0.277853,-0.444293,0.47144
442,Membership in Sam's Club is at all-time highs as our renewal rates.,LABEL_1,1,LABEL_1,0.57896,0.531057,0.052113,0.473209
443,And the reason for that is because of our incredible associates and because we're investing across the member value proposition.,LABEL_0,0,LABEL_0,0.460425,0.15194,-0.69612,0.454435
444,So our first year renewal rates this year are up hundreds of basis points.,LABEL_2,2,LABEL_2,0.701204,0.901397,0.802794,0.491515
445,"And so when we've talked to you all about the associate investments and the wage investments, we're seeing that paying dividend with turnover down 1,700 basis points year-on-year.",LABEL_2,2,LABEL_2,0.586119,0.863419,0.726839,0.508642
446,"So yes, good things still to come for Sam's Club, too.",LABEL_1,1,LABEL_1,0.568057,0.527459,0.044918,0.507248
447,"Kath McLay

And then if you think about membership from an international flavor, if I look at Sam's Club where we have a straight membership, membership income grew there over 35% this year.",LABEL_2,2,LABEL_2,0.626219,0.876652,0.753305,0.508189
448,"So strong resonating CVP with the Sam's Club China business, but we also think about membership from a Know Your Customer perspective.",LABEL_0,0,LABEL_0,0.558237,0.184218,-0.631563,0.490747
449,"And over the last year, we launched a program called Beneficios in Mexico, and we have had over 45 million customers sign up for that, which enables us to know them, to enable us to also personalize services and offerings to them.",LABEL_1,1,LABEL_1,0.40004,0.472013,-0.065974,0.490615
450,"Operator

Our next question comes from the line of Mike Baker with D.A.",LABEL_1,1,LABEL_1,0.534606,0.51642,0.02284,0.471094
451,Davidson.,LABEL_1,1,LABEL_1,0.566425,0.52692,0.043841,0.489905
452,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.471316
453,"Mike Baker

Great.",LABEL_1,1,LABEL_1,0.611258,0.541715,0.07343,0.472474
454,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.456123
455,"I just wanted to ask about the overall consumer environment, what you're seeing?",LABEL_0,0,LABEL_0,0.638803,0.210805,-0.57839,0.457895
456,"I think after last call, it was right after the election you had said that there was a little bit more consumer confidence after the election.",LABEL_1,1,LABEL_1,0.551581,0.522022,0.034044,0.474833
457,"Doug, in December, you had said something about storm clouds lifting or something along those lines.",LABEL_0,0,LABEL_0,0.658508,0.217308,-0.565384,0.46071
458,Are you still seeing that?,LABEL_1,1,LABEL_1,0.713111,0.575327,0.140654,0.464556
459,Has anything changed in the last couple of months?,LABEL_1,1,LABEL_1,0.644896,0.552816,0.095631,0.46681
460,It seems like the environment maybe has gotten a little bit more volatile.,LABEL_0,0,LABEL_0,0.533554,0.176073,-0.647855,0.446829
461,"And related to that, I know this is asked a lot, but I'll ask it again.",LABEL_0,0,LABEL_0,0.832165,0.274614,-0.450771,0.446667
462,"The rollback number of 5,800 seemed to be a little bit less than it was in the last few quarters.",LABEL_1,1,LABEL_1,0.463662,0.493008,-0.023983,0.444765
463,Remind us how we think about that?,LABEL_0,0,LABEL_0,0.638619,0.210744,-0.578512,0.447705
464,"I don't think it's that you're investing less in price, but love to hear that explanation again.",LABEL_0,0,LABEL_0,0.749764,0.247422,-0.505156,0.415006
465,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.379964
466,"Doug McMillon

Mike, this is Doug.",LABEL_1,1,LABEL_1,0.689726,0.56761,0.125219,0.381972
467,Let me clarify the storm clouds thing.,LABEL_0,0,LABEL_0,0.608059,0.20066,-0.598681,0.348172
468,What I said was we had seen clouds on the horizon and they never came.,LABEL_1,1,LABEL_1,0.506214,0.507051,0.004101,0.364314
469,And I kind of feel that same way right now.,LABEL_0,0,LABEL_0,0.604841,0.199598,-0.600805,0.350693
470,We're just seeing a lot of consistency.,LABEL_1,1,LABEL_1,0.504339,0.506432,0.002864,0.350194
471,"John Furner

Doug, I agree with the consumer environment.",LABEL_1,1,LABEL_1,0.63251,0.548728,0.087457,0.351284
472,Very consistent.,LABEL_1,1,LABEL_1,0.633849,0.54917,0.08834,0.371313
473,"We mentioned the word resilient, mix has shifted slightly throughout the year, but really encouraged by the trends we saw in the last couple of quarters.",LABEL_1,1,LABEL_1,0.720523,0.577773,0.145545,0.373116
474,"So we're optimistic given all the things that we've done to improve our strategy, working in omni is an exciting way to work on behalf of customers.",LABEL_1,1,LABEL_1,0.519609,0.511471,0.012942,0.390561
475,"And what that means is we'll be ready to fulfill customers wants and needs any way they want to, whether it's in the store, at the curb, at their home, we're seeing growth rates across those.",LABEL_1,1,LABEL_1,0.513567,0.509477,0.008954,0.405494
476,And so we're ready for any environment.,LABEL_1,1,LABEL_1,0.496087,0.503709,-0.002583,0.404579
477,This is a team that's experienced.,LABEL_0,0,LABEL_0,0.443242,0.14627,-0.70746,0.401027
478,"They've been through a lot of changes in the economy in the last five to 10 years, and they know how to manage things really well.",LABEL_1,1,LABEL_1,0.492552,0.502542,-0.004916,0.397387
479,"So, we'll react accordingly.",LABEL_0,0,LABEL_0,0.658671,0.217362,-0.565277,0.380615
480,"But we -- again, we see a consistent, resilient consumer.",LABEL_1,1,LABEL_1,0.66686,0.560064,0.110128,0.399814
481,"Operator

The next question is from the line of Paul Lejuez with Citigroup.",LABEL_1,1,LABEL_1,0.569713,0.528005,0.046011,0.412484
482,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.395263
483,"Paul Lejuez

Thanks guys.",LABEL_1,1,LABEL_1,0.585414,0.533187,0.056373,0.411385
484,You mentioned seeing lower markdowns in the fourth quarter.,LABEL_0,0,LABEL_0,0.539863,0.178155,-0.643691,0.407921
485,"Curious how that came in relative to your plan and also what you assume about the promotional landscape for '26, whether you build in significant price investment into your guidance?",LABEL_0,0,LABEL_0,0.640188,0.211262,-0.577476,0.410355
486,And just remind us how that will shake out this year versus what you thought coming into the year?,LABEL_0,0,LABEL_0,0.701476,0.231487,-0.537026,0.393549
487,And then just a bigger picture question.,LABEL_0,0,LABEL_0,0.68331,0.225492,-0.549015,0.394791
488,You mentioned some increased investment in Canada a few weeks back.,LABEL_0,0,LABEL_0,0.51791,0.17091,-0.658179,0.377984
489,"Just curious, how you view the long-term opportunity of that that market?",LABEL_0,0,LABEL_0,0.627245,0.206991,-0.586018,0.378354
490,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.361161
491,"John Furner

This is John.",LABEL_1,1,LABEL_1,0.716339,0.576392,0.142784,0.362544
492,"Let me pick up the question on margins, markdowns first.",LABEL_0,0,LABEL_0,0.730962,0.241217,-0.517565,0.347147
493,"It's really important for us we control and manage our inventory based on what our customers are wanting to buy the teams and the supply chain in stores, fulfillment centers did a really nice job flowing inventory.",LABEL_1,1,LABEL_1,0.691675,0.568253,0.126506,0.346671
494,"We made a number of improvements with technology, both in-store and across the supply chain to have a really accurate understanding of what we have, where it is, how quickly we can deploy that inventory for customers.",LABEL_1,1,LABEL_1,0.690347,0.567815,0.125629,0.349488
495,"And so, the results did show an increase in gross margin that we're proud of, but there are some pieces there that are important.",LABEL_0,0,LABEL_0,0.554324,0.182927,-0.634146,0.33316
496,There's gross margin for merchandise.,LABEL_1,1,LABEL_1,0.566341,0.526892,0.043785,0.334319
497,"There are also some other things in there like ad revenues and some things that increased margin that are part of our newer businesses, our new digital services.",LABEL_1,1,LABEL_1,0.527883,0.514202,0.018403,0.352716
498,"So our core margins -- our core markdown management, we're proud of the way that we've managed that.",LABEL_1,1,LABEL_1,0.654943,0.556131,0.102263,0.355395
499,I feel great about inventory going into this year.,LABEL_1,1,LABEL_1,0.740652,0.584415,0.158831,0.373748
500,"That number of 50, 100 rollbacks is a large number of rollbacks historically.",LABEL_1,1,LABEL_1,0.466182,0.49384,-0.02232,0.370437
501,And that will fluctuate quarter-to-quarter.,LABEL_0,0,LABEL_0,0.480698,0.15863,-0.68274,0.351968
502,"Again, we've added about 1,000 in the last few weeks.",LABEL_0,0,LABEL_0,0.461421,0.152269,-0.695462,0.352152
503,"And we're prepared for all sorts of environments, whether it's more promotional or less promotional.",LABEL_1,1,LABEL_1,0.601431,0.538472,0.066944,0.352417
504,We're going to focus on value for our customers and we're going to do everything we can do to control prices and keep prices low.,LABEL_1,1,LABEL_1,0.53445,0.516369,0.022737,0.369327
505,"Kath McLay

And if I pick up on Canada, I would say we're pleased with the top line growth we're getting in Canada.",LABEL_1,1,LABEL_1,0.666734,0.560022,0.110045,0.386765
506,"But one of the real highlights for me has been the e-com performance, which has been up 30%.",LABEL_0,0,LABEL_0,0.407885,0.134602,-0.730796,0.381921
507,And their growth has accelerated every quarter over the last year.,LABEL_1,1,LABEL_1,0.452771,0.489414,-0.031171,0.395117
508,"And so we are seeing our offering in Canada, really resonating with the customer.",LABEL_1,1,LABEL_1,0.597388,0.537138,0.064276,0.413429
509,We're focused on value.,LABEL_1,1,LABEL_1,0.445589,0.487044,-0.035912,0.427431
510,We were able to offer a Canadian Thanksgiving lunch for CAD 40 for four people.,LABEL_1,1,LABEL_1,0.410651,0.475515,-0.05897,0.443078
511,And so really leaning into making sure we have the price positioning right but also the customer is really responding from a convenience perspective.,LABEL_1,1,LABEL_1,0.588459,0.534191,0.058383,0.440968
512,So we're excited about the business we have in Canada.,LABEL_1,1,LABEL_1,0.657083,0.556838,0.103675,0.456749
513,"Operator

Our next question is from the line of Seth Sigman with Barclays.",LABEL_1,1,LABEL_1,0.572043,0.528774,0.047549,0.454775
514,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.433814
515,"Seth Sigman

Hi, good morning, everyone.",LABEL_1,1,LABEL_1,0.511243,0.50871,0.00742,0.450103
516,I wanted to ask about VIZIO.,LABEL_0,0,LABEL_0,0.673585,0.222283,-0.555434,0.434872
517,"Could you talk about some of the details around the dilution that you've embedded here and then perhaps discuss plans to integrate that, how do you expect to leverage their platform?",LABEL_0,0,LABEL_0,0.732796,0.241823,-0.516355,0.421253
518,"And in general, as you think about Walmart Connect, pretty incredible momentum there.",LABEL_0,0,LABEL_0,0.509054,0.167988,-0.664024,0.401846
519,You've been really disciplined in building that out.,LABEL_0,0,LABEL_0,0.627937,0.207219,-0.585561,0.382986
520,I'm just curious how do you think about the growth outlook?,LABEL_0,0,LABEL_0,0.650685,0.214726,-0.570548,0.369031
521,Thanks so much.,LABEL_0,0,LABEL_0,0.530977,0.175222,-0.649555,0.36986
522,"John David Rainey

Sure, Seth.",LABEL_1,1,LABEL_1,0.580187,0.531462,0.052923,0.38882
523,We're really excited about having the VIZIO team join Walmart and what that new platform will do for our customers.,LABEL_1,1,LABEL_1,0.492541,0.502538,-0.004923,0.387023
524,"We do have some dilution related to the transaction cost with that in the first quarter, about 70 basis points.",LABEL_0,0,LABEL_0,0.346418,0.114318,-0.771364,0.366921
525,But we expect this transaction to be -- to begin being accretive to Walmart next year.,LABEL_0,0,LABEL_0,0.534753,0.176468,-0.647063,0.347743
526,And so this will create new channels for us to reach out to our customers and allow them to avail themselves of all the things that Walmart and Sam's provides.,LABEL_0,0,LABEL_0,0.540301,0.178299,-0.643401,0.349928
527,"But John, do you want to add anything else?",LABEL_0,0,LABEL_0,0.691548,0.228211,-0.543579,0.336868
528,"John Furner

Sure.",LABEL_1,1,LABEL_1,0.63984,0.551147,0.092294,0.337568
529,Sure.,LABEL_1,1,LABEL_1,0.606953,0.540294,0.070589,0.340231
530,I'm really excited about the addition of VIZIO to the Walmart family.,LABEL_1,1,LABEL_1,0.463155,0.492841,-0.024318,0.341097
531,"I've known William and the team for a long time, and it's just great to have them part of the team.",LABEL_0,0,LABEL_0,0.656489,0.216641,-0.566717,0.325219
532,The operating system in VIZIO is an impressive operating system.,LABEL_1,1,LABEL_1,0.550775,0.521756,0.033511,0.323465
533,It works with very little friction.,LABEL_1,1,LABEL_1,0.48093,0.498707,-0.012586,0.321962
534,It's easy to set up and install.,LABEL_0,0,LABEL_0,0.476822,0.157351,-0.685297,0.3224
535,"I have several of these personally, and I've acquired more since we started talking about this acquisition.",LABEL_0,0,LABEL_0,0.671375,0.221554,-0.556892,0.308042
536,"I'm just really pleased with the way it works for the Walmart Connect business to have more ways to distribute advertising for sellers and suppliers, that's really exciting for them.",LABEL_0,0,LABEL_0,0.504522,0.166492,-0.667016,0.305253
537,We hope to be able to do that in a very efficient way.,LABEL_0,0,LABEL_0,0.507917,0.167613,-0.664775,0.301542
538,So we're starting the process of integration.,LABEL_1,1,LABEL_1,0.500369,0.505122,0.000244,0.318399
539,"And over this next year, we'll be working on bigger plans for the brand as the teams get more time to work together.",LABEL_1,1,LABEL_1,0.447925,0.487815,-0.034369,0.332429
540,"Operator

The next question is from the line of Zhihan Ma with Bernstein.",LABEL_1,1,LABEL_1,0.567099,0.527143,0.044285,0.34805
541,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.346718
542,"Zhihan Ma

Hi.",LABEL_1,1,LABEL_1,0.590305,0.534801,0.059601,0.346885
543,Thank you very much for taking my question.,LABEL_0,0,LABEL_0,0.629885,0.207862,-0.584276,0.332151
544,I guess I wanted to follow up on the e-commerce side.,LABEL_0,0,LABEL_0,0.714753,0.235868,-0.528263,0.338229
545,If you could just help us understand what are the top three drivers of you improving e-commerce profitability between the alternative revenue streams and also reducing core e-commerce cost?,LABEL_0,0,LABEL_0,0.691625,0.228236,-0.543527,0.340817
546,And you mentioned retail media membership kind of driving more than 50% of EBIT growth.,LABEL_0,0,LABEL_0,0.678358,0.223858,-0.552283,0.343095
547,Are you able to share what proportion of EBIT dollars for now coming from the high-margin alternative revenue streams?,LABEL_0,0,LABEL_0,0.636233,0.209957,-0.580087,0.342182
548,Thank you.,LABEL_0,0,LABEL_0,0.475686,0.156976,-0.686047,0.322474
549,"John David Rainey

Let me give you a couple of data points here, starting with the last part of your question.",LABEL_1,1,LABEL_1,0.431551,0.482412,-0.045177,0.31958
550,"So if you just take advertising and membership, just those two categories, that was a little more than a quarter of the overall operating income for us in the quarter.",LABEL_1,1,LABEL_1,0.405784,0.473909,-0.062183,0.318633
551,So really encouraged about these new parts of our business.,LABEL_1,1,LABEL_1,0.533681,0.516115,0.02223,0.333607
552,"In terms of the drivers of e-commerce profitability and no particular order, there are a few things that I would call out.",LABEL_0,0,LABEL_0,0.535653,0.176765,-0.646469,0.316357
553,One is the densification of our network.,LABEL_1,1,LABEL_1,0.460339,0.491912,-0.026176,0.316017
554,So think of this as one of our drivers instead of delivering a package to one house on the street is now hitting four or five houses on that street.,LABEL_1,1,LABEL_1,0.528474,0.514396,0.018793,0.33387
555,So we're able to spread those costs over more volume.,LABEL_1,1,LABEL_1,0.555759,0.523401,0.036801,0.348962
556,"And as more customers come to us, this is really improving the unit economics here.",LABEL_1,1,LABEL_1,0.452535,0.489337,-0.031327,0.365104
557,The second area would be the fact that over 30% of our customers that are having something delivered from a store are paying something extra to have that delivered within one hour or three hours.,LABEL_1,1,LABEL_1,0.44756,0.487695,-0.03461,0.381108
558,"On Christmas eve, 77% of the orders were this express type delivery.",LABEL_1,1,LABEL_1,0.634346,0.549334,0.088669,0.383319
559,So that certainly helps with the unit economics there.,LABEL_1,1,LABEL_1,0.457743,0.491055,-0.02789,0.383481
560,"And the third area, are these newer parts of our business, like membership, like advertising that continue to have a lot of runway and improve our margins.",LABEL_0,0,LABEL_0,0.507201,0.167376,-0.665247,0.365492
561,"Operator

Our next question is from the line of Edward Kelly with Wells Fargo.",LABEL_1,1,LABEL_1,0.529733,0.514812,0.019624,0.383804
562,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.364493
563,"Edward Kelly

Hi, good morning everyone.",LABEL_1,1,LABEL_1,0.504315,0.506424,0.002848,0.379421
564,I wanted to start just with a follow-up on that question around e-com economics.,LABEL_0,0,LABEL_0,0.714599,0.235818,-0.528365,0.379419
565,"So, incremental margin of around 11%, obviously, good margin.",LABEL_2,2,LABEL_2,0.710305,0.904401,0.808801,0.413227
566,But what does that look like over time?,LABEL_0,0,LABEL_0,0.528917,0.174543,-0.650914,0.410761
567,Does that grow?,LABEL_1,1,LABEL_1,0.580171,0.531456,0.052913,0.426836
568,"How do we think about e-com overall returning to profitability or I should say, attaining profitability?",LABEL_0,0,LABEL_0,0.534249,0.176302,-0.647396,0.427802
569,"And then, as we look out over time, in addition to that, just kind of curious, issues like immigration, does that -- how are you thinking about that?",LABEL_0,0,LABEL_0,0.643717,0.212427,-0.575147,0.414303
570,Any impact that that you think might have this year?,LABEL_1,1,LABEL_1,0.49598,0.503673,-0.002653,0.415791
571,"Doug McMillon

Ed, this is Doug.",LABEL_1,1,LABEL_1,0.697034,0.570021,0.130042,0.418487
572,"When you look at the second P&L, as we've described it, it ends up being more profitable than the first P&L.",LABEL_0,0,LABEL_0,0.582255,0.192144,-0.615712,0.419256
573,First P&L being kind of the traditional retail store P&L.,LABEL_0,0,LABEL_0,0.608318,0.200745,-0.59851,0.404697
574,"When you put together e-commerce components like membership and advertising, data monetization, all the things that we get to do as we scale an e-commerce business, it's both first-party and third-party, by the way, it just lifts the overall operating income percentage of the business, and that's what's happening.",LABEL_2,2,LABEL_2,0.492661,0.832578,0.665156,0.420606
575,"So the key is keep the foot on the gas as it relates to e-commerce growth, serving people how they want be served.",LABEL_1,1,LABEL_1,0.484879,0.50001,-0.00998,0.419437
576,"And as I mentioned a minute ago, the great thing about omni is, however someone wants to shop in the moment, we can help them.",LABEL_0,0,LABEL_0,0.605362,0.199769,-0.600461,0.404958
577,"We want to go to a store a club, we're there and we're close to you.",LABEL_0,0,LABEL_0,0.558377,0.184265,-0.631471,0.389787
578,"You want to do curbside pick-up, you can.",LABEL_0,0,LABEL_0,0.631617,0.208434,-0.583133,0.372742
579,"You want to get delivered in a variety of forms, we can do that too.",LABEL_0,0,LABEL_0,0.6551,0.216183,-0.567634,0.358998
580,"As it relates to immigration, it hasn't been anything that's impacted us in any way that we could share anything interesting.",LABEL_0,0,LABEL_0,0.593891,0.195984,-0.608032,0.360429
581,It's a nonevent for us so far.,LABEL_1,1,LABEL_1,0.49446,0.503172,-0.003656,0.359847
582,"Operator

Our next question is from the line of Robbie Ohmes with Bank of America.",LABEL_1,1,LABEL_1,0.606746,0.540226,0.070453,0.379429
583,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.361537
584,"Robbie Ohmes

Thanks for taking my question.",LABEL_1,1,LABEL_1,0.514989,0.509946,0.009893,0.375243
585,I think this might be for John David Rainey.,LABEL_0,0,LABEL_0,0.535946,0.176862,-0.646275,0.338866
586,Just operating expenses delevered.,LABEL_1,1,LABEL_1,0.475181,0.49681,-0.01638,0.35498
587,"I think it was 50-plus basis points in the fourth quarter, excluding the opioid settlement.",LABEL_2,2,LABEL_2,0.599022,0.867677,0.735355,0.371791
588,"Can you just help us -- tell us how we should think about the SG&A ratio for Walmart, the puts and takes for opportunities to be better than expected this year versus worse, but also the sort of way we should think about that long term for Walmart?",LABEL_0,0,LABEL_0,0.691487,0.228191,-0.543619,0.374385
589,"John David Rainey

Sure, Robbie.",LABEL_1,1,LABEL_1,0.612295,0.542057,0.074115,0.390867
590,It's good to speak with you.,LABEL_0,0,LABEL_0,0.631879,0.20852,-0.58296,0.376109
591,"To start with, I think we need to be grounded in how our business is changing.",LABEL_0,0,LABEL_0,0.743559,0.245375,-0.509251,0.359877
592,I talked about in my prepared remarks that our business is 18% e-commerce right now.,LABEL_2,2,LABEL_2,0.508261,0.837726,0.675452,0.392156
593,"That's 1,100 basis points higher than it was five years ago.",LABEL_2,2,LABEL_2,0.514353,0.839736,0.679473,0.424105
594,"The SG&A related to a digital transaction, an e-commerce transaction is higher than it is for brick-and-mortar.",LABEL_1,1,LABEL_1,0.511863,0.508915,0.00783,0.407922
595,"So historically, we thought of our business when it was more brick-and-mortar as 20% or maybe slightly below that was a good way to think about the cost profile of that business.",LABEL_1,1,LABEL_1,0.489531,0.501545,-0.00691,0.407999
596,"As our business moves more digital, it's going to create pressure there.",LABEL_0,0,LABEL_0,0.459778,0.151727,-0.696547,0.405597
597,It's just a channel mix equation.,LABEL_1,1,LABEL_1,0.624869,0.546207,0.082414,0.423694
598,"But at the same time, we've got a hyper focus as we always have on everyday low cost.",LABEL_1,1,LABEL_1,0.611832,0.541905,0.073809,0.440367
599,But we have an opportunity to make investments in the business as well.,LABEL_0,0,LABEL_0,0.539805,0.178136,-0.643729,0.438465
600,"If you look at the fourth quarter, marketing is an area that stands out that we invested a little bit more heavily into.",LABEL_1,1,LABEL_1,0.556626,0.523687,0.037373,0.45485
601,It also drove some of the improvement that we saw in general merchandise.,LABEL_1,1,LABEL_1,0.611093,0.541661,0.073321,0.456775
602,"But fundamentally, as you think about our cost structure going forward, one of the big drivers is going to be the improvements that we see in supply chain automation.",LABEL_1,1,LABEL_1,0.567167,0.527165,0.04433,0.456122
603,We're already seeing that.,LABEL_1,1,LABEL_1,0.620388,0.544728,0.079456,0.475929
604,We're encouraged by some of the early productivity metrics.,LABEL_1,1,LABEL_1,0.574871,0.529707,0.049415,0.476917
605,"But still today, less than half of the stores in the U.S.",LABEL_1,1,LABEL_1,0.58067,0.531621,0.053242,0.494655
606,are served fully by automation.,LABEL_1,1,LABEL_1,0.506363,0.5071,0.0042,0.495169
607,And so there's a lot of benefit still to come here as we automate our supply chain as we continue to automate our stores that will drive improvements in SG&A.,LABEL_1,1,LABEL_1,0.5535,0.522655,0.03531,0.477918
608,"Doug McMillon

We're excited to show you a few facilities in Dallas in April.",LABEL_1,1,LABEL_1,0.722526,0.578434,0.146867,0.49543
