sentence_index,sentence_text,raw_label,label_id,label_name,score,relevance_0_1,relevance_-1_1,ma_relevance_0_1
398,And we don't want to get out over our skis here.,LABEL_1,1,LABEL_1,0.583073,0.532414,0.054828,0.789223
399,There's a lot of the year to play out.,LABEL_2,2,LABEL_2,0.492164,0.832414,0.664828,0.787935
400,"Again, we feel good about our ability to navigate the environment, whether it's tariffs or other macro uncertainty.",LABEL_1,1,LABEL_1,0.522869,0.512547,0.015094,0.768865
401,"On delivery with e-commerce, like overall, you're continuing to see this diversification of our business that is improving our profitability.",LABEL_2,2,LABEL_2,0.936463,0.979033,0.958066,0.773817
402,"The newer businesses and by newer businesses, I'll just suggest like advertising, membership, WFS, some of those categories, they contributed to over half of the operating income growth this quarter.",LABEL_2,2,LABEL_2,0.966528,0.988954,0.977908,0.780798
403,So you're seeing this change in our business.,LABEL_2,2,LABEL_2,0.451728,0.81907,0.63814,0.77246
404,"As we leverage more of these digital channels, a lot of the faster-growing parts of our business are the higher-margin ones.",LABEL_2,2,LABEL_2,0.934865,0.978505,0.957011,0.779482
405,"Densification of our network is one, and so you're seeing as more customers avail themselves of the services that we provide, same-day delivery, things like that, and even paying for that, if they want it within one hour or three hours, that's continued to improve our e-commerce profitability.",LABEL_2,2,LABEL_2,0.964645,0.988333,0.976666,0.783614
406,Just in the U.S.,LABEL_1,1,LABEL_1,0.473024,0.496098,-0.017804,0.766187
407,"alone, just in the U.S.",LABEL_1,1,LABEL_1,0.467602,0.494309,-0.021383,0.748903
408,"alone, we saw an 80% improvement in the level of e-commerce losses in the last year.",LABEL_2,2,LABEL_2,0.950392,0.983629,0.967259,0.756899
409,So we feel really good about how the business is changing here.,LABEL_2,2,LABEL_2,0.851492,0.950992,0.901984,0.779799
410,"Doug McMillon

This omnichannel position really is an advantage.",LABEL_2,2,LABEL_2,0.833025,0.944898,0.889797,0.783182
411,We're still seeing curbside growth.,LABEL_2,2,LABEL_2,0.573626,0.859297,0.718593,0.780486
412,"We're seeing in-store in club growth, and we've got this growth in delivery and being able to do all of those things all the time is a big advantage.",LABEL_2,2,LABEL_2,0.937999,0.97954,0.959079,0.783663
413,"Operator

Our next question comes from the line of Chuck Grom with Gordon Haskett.",LABEL_1,1,LABEL_1,0.423347,0.479704,-0.050591,0.781573
414,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.795171
415,"Chuck Grom

Thanks.",LABEL_2,2,LABEL_2,0.448577,0.81803,0.636061,0.809823
416,Good morning.,LABEL_1,1,LABEL_1,0.453654,0.489706,-0.030588,0.792106
417,Congrats on a great quarter and a great year.,LABEL_1,1,LABEL_1,0.480294,0.498497,-0.013006,0.771628
418,I was hoping you could discuss what you're seeing in Walmart Plus membership and whether that's accelerated or held steady in recent quarters?,LABEL_2,2,LABEL_2,0.439521,0.815042,0.630084,0.78576
419,And then how much of the growth in Walmart Plus is being driven by Walmart Plus Assist.,LABEL_2,2,LABEL_2,0.706542,0.903159,0.806318,0.789297
420,"And then separately, can you talk about the underlying assumptions you have in the next year for like-for-like inflation, both in grocery and within general merchandise?",LABEL_1,1,LABEL_1,0.563212,0.52586,0.04172,0.789962
421,Thank you.,LABEL_1,1,LABEL_1,0.46698,0.494103,-0.021793,0.765716
422,"John Furner

Hi, Chuck, good morning.",LABEL_2,2,LABEL_2,0.916772,0.972535,0.94507,0.764895
423,It's John Furner.,LABEL_1,1,LABEL_1,0.433696,0.48312,-0.043761,0.748097
424,Good to talk to you.,LABEL_1,1,LABEL_1,0.472911,0.496061,-0.017878,0.723975
425,We continue to be excited about Walmart Plus.,LABEL_2,2,LABEL_2,0.79955,0.933852,0.867703,0.721251
426,"We've had consistent growth over the last couple of years, last couple of quarters, the number of deliveries and the number of orders they're placing continue to rise, which is great to see.",LABEL_2,2,LABEL_2,0.948746,0.983086,0.966172,0.745601
427,"I just want to pick up one point we're talking about and with the last question with fast delivery and then our same-day our deliveries under three hours and under one hour, we grew 180% year-on-year, which is really exciting.",LABEL_2,2,LABEL_2,0.816459,0.939431,0.878863,0.767857
428,So we see that offer continue to grow.,LABEL_2,2,LABEL_2,0.516593,0.840476,0.680951,0.760699
429,"And a large part of that offer is Walmart Plus members, so Plus members are seeing the value, and we see the repeat rates coming through.",LABEL_2,2,LABEL_2,0.970321,0.990206,0.980412,0.76266
430,"Our same-day delivery of over 5 billion units last year, over 100% growth for the year.",LABEL_2,2,LABEL_2,0.955152,0.9852,0.9704,0.764675
431,"And then the third thing that we mentioned this morning, which is really exciting to see how strongly it started is our pharmacy delivery program.",LABEL_2,2,LABEL_2,0.692367,0.898481,0.796962,0.766634
432,We are seeing a lot of members and customers participate in this program.,LABEL_2,2,LABEL_2,0.648555,0.884023,0.768046,0.761858
433,We think this will have a lot of momentum as the year goes.,LABEL_2,2,LABEL_2,0.855066,0.952172,0.904344,0.785482
434,And it's exciting to see the number of customers who are building baskets while they have their prescription delivered.,LABEL_2,2,LABEL_2,0.654367,0.885941,0.771882,0.789449
435,"And that's true for both acute prescriptions where maybe you have a sick child, and you need groceries with it, or it's your regular prescription.",LABEL_2,2,LABEL_2,0.945307,0.981951,0.963903,0.797645
436,So that's exciting to see.,LABEL_2,2,LABEL_2,0.47261,0.825961,0.651923,0.814458
437,"And then the second part of your question, in terms of inflation, we planned a very - I'd say a normalized year, and I know this is 1% to 2% There will always be some anomalies like what we're seeing right now with eggs as a result of avian flu last fall.",LABEL_2,2,LABEL_2,0.851137,0.950875,0.90175,0.837077
438,Those things tend to work themselves out over time.,LABEL_1,1,LABEL_1,0.541946,0.518842,0.027684,0.822267
439,So we don't have a large inflation number planned into this year.,LABEL_2,2,LABEL_2,0.969119,0.989809,0.979618,0.826599
440,"Doug McMillon

Yes.",LABEL_2,2,LABEL_2,0.843332,0.9483,0.896599,0.847721
441,"Maybe I know, Chuck, you didn't ask about it, but seeing as we're talking about membership.",LABEL_2,2,LABEL_2,0.496763,0.833932,0.667864,0.864713
442,Membership in Sam's Club is at all-time highs as our renewal rates.,LABEL_2,2,LABEL_2,0.904602,0.968519,0.937038,0.864512
443,And the reason for that is because of our incredible associates and because we're investing across the member value proposition.,LABEL_2,2,LABEL_2,0.938894,0.979835,0.95967,0.889348
444,So our first year renewal rates this year are up hundreds of basis points.,LABEL_2,2,LABEL_2,0.939875,0.980159,0.960318,0.913553
445,"And so when we've talked to you all about the associate investments and the wage investments, we're seeing that paying dividend with turnover down 1,700 basis points year-on-year.",LABEL_2,2,LABEL_2,0.964352,0.988236,0.976472,0.916272
446,"So yes, good things still to come for Sam's Club, too.",LABEL_2,2,LABEL_2,0.683759,0.89564,0.791281,0.9119
447,"Kath McLay

And then if you think about membership from an international flavor, if I look at Sam's Club where we have a straight membership, membership income grew there over 35% this year.",LABEL_2,2,LABEL_2,0.736843,0.913158,0.826316,0.910586
448,"So strong resonating CVP with the Sam's Club China business, but we also think about membership from a Know Your Customer perspective.",LABEL_1,1,LABEL_1,0.576403,0.530213,0.050426,0.895073
449,"And over the last year, we launched a program called Beneficios in Mexico, and we have had over 45 million customers sign up for that, which enables us to know them, to enable us to also personalize services and offerings to them.",LABEL_2,2,LABEL_2,0.963731,0.988031,0.976062,0.894964
450,"Operator

Our next question comes from the line of Mike Baker with D.A.",LABEL_2,2,LABEL_2,0.735112,0.912587,0.825174,0.891333
451,Davidson.,LABEL_1,1,LABEL_1,0.518055,0.510958,0.011916,0.871957
452,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.868086
453,"Mike Baker

Great.",LABEL_2,2,LABEL_2,0.840488,0.947361,0.894722,0.867845
454,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.848068
455,"I just wanted to ask about the overall consumer environment, what you're seeing?",LABEL_1,1,LABEL_1,0.519869,0.511557,0.013113,0.824548
456,"I think after last call, it was right after the election you had said that there was a little bit more consumer confidence after the election.",LABEL_2,2,LABEL_2,0.964738,0.988363,0.976727,0.832668
457,"Doug, in December, you had said something about storm clouds lifting or something along those lines.",LABEL_2,2,LABEL_2,0.952148,0.984209,0.968418,0.834335
458,Are you still seeing that?,LABEL_1,1,LABEL_1,0.553799,0.522754,0.035507,0.83453
459,Has anything changed in the last couple of months?,LABEL_2,2,LABEL_2,0.463942,0.823101,0.646202,0.826195
460,It seems like the environment maybe has gotten a little bit more volatile.,LABEL_2,2,LABEL_2,0.506901,0.837277,0.674555,0.820644
461,"And related to that, I know this is asked a lot, but I'll ask it again.",LABEL_1,1,LABEL_1,0.517987,0.510936,0.011871,0.804494
462,"The rollback number of 5,800 seemed to be a little bit less than it was in the last few quarters.",LABEL_2,2,LABEL_2,0.846821,0.949451,0.898902,0.80354
463,Remind us how we think about that?,LABEL_1,1,LABEL_1,0.512869,0.509247,0.008494,0.780011
464,"I don't think it's that you're investing less in price, but love to hear that explanation again.",LABEL_1,1,LABEL_1,0.535053,0.516567,0.023135,0.756831
465,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.731939
466,"Doug McMillon

Mike, this is Doug.",LABEL_2,2,LABEL_2,0.896456,0.96583,0.931661,0.735449
467,Let me clarify the storm clouds thing.,LABEL_1,1,LABEL_1,0.528891,0.514534,0.019068,0.715517
468,What I said was we had seen clouds on the horizon and they never came.,LABEL_2,2,LABEL_2,0.863433,0.954933,0.909866,0.736753
469,And I kind of feel that same way right now.,LABEL_1,1,LABEL_1,0.565355,0.526567,0.043134,0.71368
470,We're just seeing a lot of consistency.,LABEL_1,1,LABEL_1,0.599172,0.537727,0.065454,0.694937
471,"John Furner

Doug, I agree with the consumer environment.",LABEL_2,2,LABEL_2,0.733993,0.912218,0.824435,0.715
472,Very consistent.,LABEL_1,1,LABEL_1,0.415973,0.477271,-0.055458,0.698534
473,"We mentioned the word resilient, mix has shifted slightly throughout the year, but really encouraged by the trends we saw in the last couple of quarters.",LABEL_2,2,LABEL_2,0.686599,0.896578,0.793155,0.695995
474,"So we're optimistic given all the things that we've done to improve our strategy, working in omni is an exciting way to work on behalf of customers.",LABEL_2,2,LABEL_2,0.504233,0.836397,0.672794,0.713295
475,"And what that means is we'll be ready to fulfill customers wants and needs any way they want to, whether it's in the store, at the curb, at their home, we're seeing growth rates across those.",LABEL_2,2,LABEL_2,0.79322,0.931763,0.863525,0.734306
476,And so we're ready for any environment.,LABEL_1,1,LABEL_1,0.471836,0.495706,-0.018588,0.709673
477,This is a team that's experienced.,LABEL_1,1,LABEL_1,0.446058,0.487199,-0.035601,0.684822
478,"They've been through a lot of changes in the economy in the last five to 10 years, and they know how to manage things really well.",LABEL_2,2,LABEL_2,0.955057,0.985169,0.970338,0.707943
479,"So, we'll react accordingly.",LABEL_1,1,LABEL_1,0.548063,0.520861,0.031722,0.692831
480,"But we -- again, we see a consistent, resilient consumer.",LABEL_1,1,LABEL_1,0.522985,0.512585,0.01517,0.676596
481,"Operator

The next question is from the line of Paul Lejuez with Citigroup.",LABEL_2,2,LABEL_2,0.438123,0.81458,0.629161,0.691779
482,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.684636
483,"Paul Lejuez

Thanks guys.",LABEL_2,2,LABEL_2,0.578883,0.861031,0.722063,0.702225
484,You mentioned seeing lower markdowns in the fourth quarter.,LABEL_2,2,LABEL_2,0.638386,0.880667,0.761335,0.72043
485,"Curious how that came in relative to your plan and also what you assume about the promotional landscape for '26, whether you build in significant price investment into your guidance?",LABEL_1,1,LABEL_1,0.519676,0.511493,0.012986,0.721485
486,And just remind us how that will shake out this year versus what you thought coming into the year?,LABEL_2,2,LABEL_2,0.568853,0.857721,0.715443,0.71608
487,And then just a bigger picture question.,LABEL_1,1,LABEL_1,0.459839,0.491747,-0.026506,0.71494
488,You mentioned some increased investment in Canada a few weeks back.,LABEL_2,2,LABEL_2,0.793626,0.931897,0.863793,0.713788
489,"Just curious, how you view the long-term opportunity of that that market?",LABEL_2,2,LABEL_2,0.684748,0.895967,0.791933,0.732258
490,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.729892
491,"John Furner

This is John.",LABEL_2,2,LABEL_2,0.889805,0.963636,0.927272,0.732462
492,"Let me pick up the question on margins, markdowns first.",LABEL_1,1,LABEL_1,0.509712,0.508205,0.00641,0.734009
493,"It's really important for us we control and manage our inventory based on what our customers are wanting to buy the teams and the supply chain in stores, fulfillment centers did a really nice job flowing inventory.",LABEL_2,2,LABEL_2,0.956276,0.985571,0.971142,0.738459
494,"We made a number of improvements with technology, both in-store and across the supply chain to have a really accurate understanding of what we have, where it is, how quickly we can deploy that inventory for customers.",LABEL_2,2,LABEL_2,0.963483,0.987949,0.975899,0.746036
495,"And so, the results did show an increase in gross margin that we're proud of, but there are some pieces there that are important.",LABEL_2,2,LABEL_2,0.951954,0.984145,0.96829,0.748656
496,There's gross margin for merchandise.,LABEL_2,2,LABEL_2,0.862343,0.954573,0.909147,0.771599
497,"There are also some other things in there like ad revenues and some things that increased margin that are part of our newer businesses, our new digital services.",LABEL_2,2,LABEL_2,0.9576,0.986008,0.972016,0.796539
498,"So our core margins -- our core markdown management, we're proud of the way that we've managed that.",LABEL_2,2,LABEL_2,0.586782,0.863638,0.727276,0.790463
499,I feel great about inventory going into this year.,LABEL_1,1,LABEL_1,0.516664,0.510499,0.010998,0.789945
500,"That number of 50, 100 rollbacks is a large number of rollbacks historically.",LABEL_2,2,LABEL_2,0.817594,0.939806,0.879612,0.811306
501,And that will fluctuate quarter-to-quarter.,LABEL_2,2,LABEL_2,0.965081,0.988477,0.976954,0.820001
502,"Again, we've added about 1,000 in the last few weeks.",LABEL_2,2,LABEL_2,0.967289,0.989205,0.97841,0.829131
503,"And we're prepared for all sorts of environments, whether it's more promotional or less promotional.",LABEL_1,1,LABEL_1,0.484797,0.499983,-0.010034,0.811079
504,We're going to focus on value for our customers and we're going to do everything we can do to control prices and keep prices low.,LABEL_2,2,LABEL_2,0.897119,0.966049,0.932099,0.815348
505,"Kath McLay

And if I pick up on Canada, I would say we're pleased with the top line growth we're getting in Canada.",LABEL_2,2,LABEL_2,0.62924,0.877649,0.755299,0.833656
506,"But one of the real highlights for me has been the e-com performance, which has been up 30%.",LABEL_2,2,LABEL_2,0.77634,0.926192,0.852385,0.837079
507,And their growth has accelerated every quarter over the last year.,LABEL_2,2,LABEL_2,0.959348,0.986585,0.97317,0.861821
508,"And so we are seeing our offering in Canada, really resonating with the customer.",LABEL_2,2,LABEL_2,0.78948,0.930528,0.861057,0.861753
509,We're focused on value.,LABEL_1,1,LABEL_1,0.499172,0.504727,-0.000547,0.842191
510,We were able to offer a Canadian Thanksgiving lunch for CAD 40 for four people.,LABEL_2,2,LABEL_2,0.948206,0.982908,0.965816,0.866817
511,And so really leaning into making sure we have the price positioning right but also the customer is really responding from a convenience perspective.,LABEL_2,2,LABEL_2,0.96489,0.988414,0.976828,0.868056
512,So we're excited about the business we have in Canada.,LABEL_2,2,LABEL_2,0.825939,0.94256,0.88512,0.889773
513,"Operator

Our next question is from the line of Seth Sigman with Barclays.",LABEL_2,2,LABEL_2,0.458665,0.82136,0.642719,0.881563
514,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.872495
515,"Seth Sigman

Hi, good morning, everyone.",LABEL_2,2,LABEL_2,0.732998,0.911889,0.823779,0.868882
516,I wanted to ask about VIZIO.,LABEL_1,1,LABEL_1,0.542523,0.519033,0.028065,0.847105
517,"Could you talk about some of the details around the dilution that you've embedded here and then perhaps discuss plans to integrate that, how do you expect to leverage their platform?",LABEL_1,1,LABEL_1,0.463167,0.492845,-0.02431,0.822447
518,"And in general, as you think about Walmart Connect, pretty incredible momentum there.",LABEL_2,2,LABEL_2,0.873726,0.95833,0.916659,0.827182
519,You've been really disciplined in building that out.,LABEL_2,2,LABEL_2,0.852681,0.951385,0.902769,0.849226
520,I'm just curious how do you think about the growth outlook?,LABEL_1,1,LABEL_1,0.532762,0.515812,0.021623,0.828026
521,Thanks so much.,LABEL_2,2,LABEL_2,0.432638,0.812771,0.625541,0.819241
522,"John David Rainey

Sure, Seth.",LABEL_2,2,LABEL_2,0.851935,0.951139,0.902277,0.817337
523,We're really excited about having the VIZIO team join Walmart and what that new platform will do for our customers.,LABEL_2,2,LABEL_2,0.798837,0.933616,0.867232,0.839019
524,"We do have some dilution related to the transaction cost with that in the first quarter, about 70 basis points.",LABEL_2,2,LABEL_2,0.974354,0.991537,0.983074,0.840293
525,But we expect this transaction to be -- to begin being accretive to Walmart next year.,LABEL_2,2,LABEL_2,0.939349,0.979985,0.95997,0.84541
526,And so this will create new channels for us to reach out to our customers and allow them to avail themselves of all the things that Walmart and Sam's provides.,LABEL_2,2,LABEL_2,0.961737,0.987373,0.974746,0.848469
527,"But John, do you want to add anything else?",LABEL_1,1,LABEL_1,0.441379,0.485655,-0.03869,0.823423
528,"John Furner

Sure.",LABEL_2,2,LABEL_2,0.870782,0.957358,0.914716,0.824764
529,Sure.,LABEL_2,2,LABEL_2,0.857724,0.953049,0.906098,0.84718
530,I'm really excited about the addition of VIZIO to the Walmart family.,LABEL_2,2,LABEL_2,0.545585,0.850043,0.700086,0.840537
531,"I've known William and the team for a long time, and it's just great to have them part of the team.",LABEL_2,2,LABEL_2,0.821502,0.941096,0.882191,0.838171
532,The operating system in VIZIO is an impressive operating system.,LABEL_2,2,LABEL_2,0.676942,0.893391,0.786782,0.835713
533,It works with very little friction.,LABEL_2,2,LABEL_2,0.725004,0.909251,0.818503,0.840107
534,It's easy to set up and install.,LABEL_2,2,LABEL_2,0.75678,0.919737,0.839475,0.845765
535,"I have several of these personally, and I've acquired more since we started talking about this acquisition.",LABEL_2,2,LABEL_2,0.940718,0.980437,0.960874,0.849192
536,"I'm just really pleased with the way it works for the Walmart Connect business to have more ways to distribute advertising for sellers and suppliers, that's really exciting for them.",LABEL_2,2,LABEL_2,0.858089,0.953169,0.906339,0.870899
537,We hope to be able to do that in a very efficient way.,LABEL_2,2,LABEL_2,0.837499,0.946375,0.89275,0.893575
538,So we're starting the process of integration.,LABEL_2,2,LABEL_2,0.570983,0.858424,0.716848,0.88858
539,"And over this next year, we'll be working on bigger plans for the brand as the teams get more time to work together.",LABEL_2,2,LABEL_2,0.673752,0.892338,0.784676,0.885628
540,"Operator

The next question is from the line of Zhihan Ma with Bernstein.",LABEL_2,2,LABEL_2,0.456477,0.820638,0.641275,0.900869
541,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.90056
542,"Zhihan Ma

Hi.",LABEL_2,2,LABEL_2,0.502978,0.835983,0.671965,0.894802
543,Thank you very much for taking my question.,LABEL_1,1,LABEL_1,0.417613,0.477812,-0.054375,0.872012
544,I guess I wanted to follow up on the e-commerce side.,LABEL_1,1,LABEL_1,0.535449,0.516698,0.023397,0.84827
545,If you could just help us understand what are the top three drivers of you improving e-commerce profitability between the alternative revenue streams and also reducing core e-commerce cost?,LABEL_2,2,LABEL_2,0.701007,0.901332,0.802664,0.844338
546,And you mentioned retail media membership kind of driving more than 50% of EBIT growth.,LABEL_2,2,LABEL_2,0.965847,0.98873,0.977459,0.844405
547,Are you able to share what proportion of EBIT dollars for now coming from the high-margin alternative revenue streams?,LABEL_2,2,LABEL_2,0.910408,0.970434,0.940869,0.868644
548,Thank you.,LABEL_1,1,LABEL_1,0.46698,0.494103,-0.021793,0.845482
549,"John David Rainey

Let me give you a couple of data points here, starting with the last part of your question.",LABEL_2,2,LABEL_2,0.732185,0.911621,0.823242,0.84341
550,"So if you just take advertising and membership, just those two categories, that was a little more than a quarter of the overall operating income for us in the quarter.",LABEL_2,2,LABEL_2,0.971356,0.990547,0.981095,0.850435
551,So really encouraged about these new parts of our business.,LABEL_2,2,LABEL_2,0.611078,0.871656,0.743312,0.846963
552,"In terms of the drivers of e-commerce profitability and no particular order, there are a few things that I would call out.",LABEL_1,1,LABEL_1,0.536925,0.517185,0.024371,0.828153
553,One is the densification of our network.,LABEL_2,2,LABEL_2,0.755494,0.919313,0.838626,0.828656
554,So think of this as one of our drivers instead of delivering a package to one house on the street is now hitting four or five houses on that street.,LABEL_2,2,LABEL_2,0.92993,0.976877,0.953754,0.831513
555,So we're able to spread those costs over more volume.,LABEL_2,2,LABEL_2,0.653715,0.885726,0.771452,0.826778
556,"And as more customers come to us, this is really improving the unit economics here.",LABEL_2,2,LABEL_2,0.752157,0.918212,0.836424,0.82503
557,The second area would be the fact that over 30% of our customers that are having something delivered from a store are paying something extra to have that delivered within one hour or three hours.,LABEL_2,2,LABEL_2,0.662745,0.888706,0.777412,0.822146
558,"On Christmas eve, 77% of the orders were this express type delivery.",LABEL_2,2,LABEL_2,0.859984,0.953795,0.907589,0.826915
559,So that certainly helps with the unit economics there.,LABEL_2,2,LABEL_2,0.757877,0.920099,0.840199,0.828303
560,"And the third area, are these newer parts of our business, like membership, like advertising that continue to have a lot of runway and improve our margins.",LABEL_2,2,LABEL_2,0.599328,0.867778,0.735556,0.83066
561,"Operator

Our next question is from the line of Edward Kelly with Wells Fargo.",LABEL_2,2,LABEL_2,0.49433,0.833129,0.666258,0.831987
562,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.830517
563,"Edward Kelly

Hi, good morning everyone.",LABEL_2,2,LABEL_2,0.779272,0.92716,0.85432,0.852985
564,I wanted to start just with a follow-up on that question around e-com economics.,LABEL_1,1,LABEL_1,0.571154,0.528481,0.046961,0.853574
565,"So, incremental margin of around 11%, obviously, good margin.",LABEL_2,2,LABEL_2,0.961084,0.987158,0.974316,0.857865
566,But what does that look like over time?,LABEL_1,1,LABEL_1,0.619016,0.544275,0.07855,0.835642
567,Does that grow?,LABEL_1,1,LABEL_1,0.501626,0.505537,0.001073,0.812397
568,"How do we think about e-com overall returning to profitability or I should say, attaining profitability?",LABEL_1,1,LABEL_1,0.467747,0.494357,-0.021287,0.81241
569,"And then, as we look out over time, in addition to that, just kind of curious, issues like immigration, does that -- how are you thinking about that?",LABEL_1,1,LABEL_1,0.500421,0.505139,0.000278,0.792086
570,Any impact that that you think might have this year?,LABEL_2,2,LABEL_2,0.609174,0.871027,0.742055,0.78611
571,"Doug McMillon

Ed, this is Doug.",LABEL_2,2,LABEL_2,0.902851,0.967941,0.935882,0.790924
572,"When you look at the second P&L, as we've described it, it ends up being more profitable than the first P&L.",LABEL_2,2,LABEL_2,0.948819,0.98311,0.96622,0.814221
573,First P&L being kind of the traditional retail store P&L.,LABEL_2,2,LABEL_2,0.937482,0.979369,0.958738,0.817223
574,"When you put together e-commerce components like membership and advertising, data monetization, all the things that we get to do as we scale an e-commerce business, it's both first-party and third-party, by the way, it just lifts the overall operating income percentage of the business, and that's what's happening.",LABEL_2,2,LABEL_2,0.938436,0.979684,0.959368,0.817364
575,"So the key is keep the foot on the gas as it relates to e-commerce growth, serving people how they want be served.",LABEL_2,2,LABEL_2,0.863402,0.954923,0.909845,0.820823
576,"And as I mentioned a minute ago, the great thing about omni is, however someone wants to shop in the moment, we can help them.",LABEL_2,2,LABEL_2,0.607596,0.870507,0.741014,0.818438
577,"We want to go to a store a club, we're there and we're close to you.",LABEL_2,2,LABEL_2,0.604056,0.869339,0.738677,0.81747
578,"You want to do curbside pick-up, you can.",LABEL_2,2,LABEL_2,0.901634,0.967539,0.935079,0.818157
579,"You want to get delivered in a variety of forms, we can do that too.",LABEL_2,2,LABEL_2,0.931898,0.977526,0.955053,0.821028
580,"As it relates to immigration, it hasn't been anything that's impacted us in any way that we could share anything interesting.",LABEL_2,2,LABEL_2,0.85577,0.952404,0.904808,0.82526
581,It's a nonevent for us so far.,LABEL_1,1,LABEL_1,0.568477,0.527597,0.045195,0.809983
582,"Operator

Our next question is from the line of Robbie Ohmes with Bank of America.",LABEL_2,2,LABEL_2,0.532342,0.845673,0.691345,0.811937
583,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.805909
584,"Robbie Ohmes

Thanks for taking my question.",LABEL_2,2,LABEL_2,0.650217,0.884572,0.769143,0.823713
585,I think this might be for John David Rainey.,LABEL_1,1,LABEL_1,0.472156,0.495812,-0.018377,0.799146
586,Just operating expenses delevered.,LABEL_2,2,LABEL_2,0.858257,0.953225,0.90645,0.819594
587,"I think it was 50-plus basis points in the fourth quarter, excluding the opioid settlement.",LABEL_2,2,LABEL_2,0.925722,0.975488,0.950976,0.843091
588,"Can you just help us -- tell us how we should think about the SG&A ratio for Walmart, the puts and takes for opportunities to be better than expected this year versus worse, but also the sort of way we should think about that long term for Walmart?",LABEL_2,2,LABEL_2,0.490253,0.831784,0.663567,0.859962
589,"John David Rainey

Sure, Robbie.",LABEL_2,2,LABEL_2,0.803394,0.93512,0.87024,0.881462
590,It's good to speak with you.,LABEL_1,1,LABEL_1,0.488688,0.501267,-0.007466,0.862973
591,"To start with, I think we need to be grounded in how our business is changing.",LABEL_1,1,LABEL_1,0.587678,0.533934,0.057867,0.841273
592,I talked about in my prepared remarks that our business is 18% e-commerce right now.,LABEL_2,2,LABEL_2,0.819762,0.940521,0.881043,0.839144
593,"That's 1,100 basis points higher than it was five years ago.",LABEL_2,2,LABEL_2,0.955311,0.985253,0.970506,0.839438
594,"The SG&A related to a digital transaction, an e-commerce transaction is higher than it is for brick-and-mortar.",LABEL_2,2,LABEL_2,0.94626,0.982266,0.964531,0.839567
595,"So historically, we thought of our business when it was more brick-and-mortar as 20% or maybe slightly below that was a good way to think about the cost profile of that business.",LABEL_2,2,LABEL_2,0.97413,0.991463,0.982926,0.841394
596,"As our business moves more digital, it's going to create pressure there.",LABEL_2,2,LABEL_2,0.780593,0.927596,0.855191,0.844248
597,It's just a channel mix equation.,LABEL_1,1,LABEL_1,0.479225,0.498144,-0.013711,0.825689
598,"But at the same time, we've got a hyper focus as we always have on everyday low cost.",LABEL_2,2,LABEL_2,0.762657,0.921677,0.843354,0.823396
599,But we have an opportunity to make investments in the business as well.,LABEL_2,2,LABEL_2,0.710125,0.904341,0.808682,0.819736
600,"If you look at the fourth quarter, marketing is an area that stands out that we invested a little bit more heavily into.",LABEL_1,1,LABEL_1,0.456948,0.490793,-0.028414,0.796656
601,It also drove some of the improvement that we saw in general merchandise.,LABEL_2,2,LABEL_2,0.891956,0.964345,0.928691,0.818493
602,"But fundamentally, as you think about our cost structure going forward, one of the big drivers is going to be the improvements that we see in supply chain automation.",LABEL_2,2,LABEL_2,0.794823,0.932292,0.864583,0.822824
603,We're already seeing that.,LABEL_1,1,LABEL_1,0.615582,0.543142,0.076284,0.809652
604,We're encouraged by some of the early productivity metrics.,LABEL_2,2,LABEL_2,0.701859,0.901613,0.803227,0.810504
605,"But still today, less than half of the stores in the U.S.",LABEL_2,2,LABEL_2,0.843308,0.948292,0.896583,0.833128
606,are served fully by automation.,LABEL_2,2,LABEL_2,0.454792,0.820081,0.640163,0.826471
607,And so there's a lot of benefit still to come here as we automate our supply chain as we continue to automate our stores that will drive improvements in SG&A.,LABEL_2,2,LABEL_2,0.862092,0.95449,0.908981,0.825421
608,"Doug McMillon

We're excited to show you a few facilities in Dallas in April.",LABEL_2,2,LABEL_2,0.927095,0.975941,0.951882,0.832629
609,"You'll remember the trip to Florida, those of you that came, I think we’re going to have a similar positive experience when you see what we're doing there.",LABEL_2,2,LABEL_2,0.889482,0.963529,0.927058,0.834049
610,"Operator

Our next question is from the line of Corey Tarlowe with Jefferies.",LABEL_2,2,LABEL_2,0.441645,0.815743,0.631486,0.849773
611,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.863406
612,"Corey Tarlowe

Hi, good morning and thank you for taking my question.",LABEL_2,2,LABEL_2,0.688415,0.897177,0.794354,0.861238
